sample_id,cluster,alpha,simpson,river.id,sample.type,location.id,sampling.type,replicate.id,original.id,Date,Start_Time,Time_zone,Stream_Name,Stream_Order,City,State_or_Province,Country,General_Vegetation,Weather,Hydrogeomorphology,River_Gradient,Intermittent_or_Perennial,Sediment,Distance_DS.and.MS_meters,Distance_MS.and.US_meters,Primary.Sources.Flow.Variation,pH,Temp_degC,DO_perc.sat,DO_mg.per.L,Algal.Mat.Coverage,Depositional.Type,Latitude_dec.deg,Longitude_dec.deg,Macrophyte.Coverage,Sunlight.Access_Perc.Canopy.Cover,Water.Column.Height_cm,Sampler_Organization,Associated_Site,Sampler_Name,Approx.Distance.From.Gauge_meters,Discharge_Link,US.or.DS.of.Gauge,Gauge_Latitude_dec.deg,Gauge_Longitude_dec.deg,Met.Station.Nearby,Met.Station,Precipitation.Within.Week,Number.Days.Since.Precip,Dam.Upstream.Site,Dam,Contamination.Source.Upstream,Contamination.Source,Water.Quality.Data.Available,Water.Quality.Data,Known.Data,Published.Work.On.Site,Published.Work,Notes,Study_Code,resprate_mg.L.h,resp.inc.time.min,resp.r2,resp.pval,NPOC_mg.L.asC,del2H_permil,del18O_permil,Cl_mgL,SO4_mgL,NO3_mgL,NO2_mgL,F_mgL
SW_S19S.0049_U_3,Average,2296,0.99956446,S19S.0049,SW,U,,3.0,S19S_0049_ICR.3_p05,13-Aug-19,7:50,AST,Rio Guilarte,,Adjuntas,Puerto Rico,USA,Grass,Partly cloudy,Single-channel straight,Relatively flat/gentle gradient (e.g. valleys),Perennial,Gravel/cobble (>2mm),32.0,49.0,Natural flow (seasonal),7.5,22.9,89,7.2,,,,,,,,Battelle-NEON D04,National Ecological Observatory (NEON) site: GUIL,Meritzi Pagan/ Ingrid Ortiz,,,Downstream,,,Yes,https://data.neonscience.org/home (GUIL),Yes,,No,,Yes, Site is located inside of the agricultural experimental station,Yes,https://data.neonscience.org,212.5 uS/cm. https://data.neonscience.org,,,Stage Height-0.735m . wind- light breeze (4-7mph). water- clear- colorless. Riparian phenology description- leaves. algae- present. macrophytes- present. woody debris- present. leaf litter-present. pollen- present,WHONDRS_S19S,,,,,1.2,,,6.45,4.71,0.59,0.04,0.06
SW_S19S.0050_U_1,Average,2665,0.999624765,S19S.0050,SW,U,,1.0,S19S_0050_ICR.1_p05,13-Aug-19,11:15,AST,Oksrukuyik Creek,,North Slope Borough,Alaska,USA,Shrub,Raining,Single-channel meandering,Relatively flat/gentle gradient (e.g. valleys),Intermittent,Gravel/cobble (>2mm),24.5,30.7,Glacial melt. Precipitation,6.5,9.6,108.2,12.44,,,,,,,,Battelle-NEON,National Ecological Observatory (NEON) site: OKSR,Josh Monroe,,,,,,,,Yes,0,No,,No,,Yes,NEON protocols and instrumentation,,,,OKSR has very little fine sediments,WHONDRS_S19S,,,,,4.45,-142.4,-18.68,0.38,5.25,0.12,0.04,0.04
SW_S19S.0050_U_2,Average,2680,0.999626866,S19S.0050,SW,U,,2.0,S19S_0050_ICR.2_p05,13-Aug-19,11:15,AST,Oksrukuyik Creek,,North Slope Borough,Alaska,USA,Shrub,Raining,Single-channel meandering,Relatively flat/gentle gradient (e.g. valleys),Intermittent,Gravel/cobble (>2mm),24.5,30.7,Glacial melt. Precipitation,6.5,9.6,108.2,12.44,,,,,,,,Battelle-NEON,National Ecological Observatory (NEON) site: OKSR,Josh Monroe,,,,,,,,Yes,0,No,,No,,Yes,NEON protocols and instrumentation,,,,OKSR has very little fine sediments,WHONDRS_S19S,,,,,5.13,,,0.27,4.02,0.12,0.04,0.04
SW_S19S.0050_U_3,Most,2424,0.999587459,S19S.0050,SW,U,,3.0,S19S_0050_ICR.3_p05,13-Aug-19,11:15,AST,Oksrukuyik Creek,,North Slope Borough,Alaska,USA,Shrub,Raining,Single-channel meandering,Relatively flat/gentle gradient (e.g. valleys),Intermittent,Gravel/cobble (>2mm),24.5,30.7,Glacial melt. Precipitation,6.5,9.6,108.2,12.44,,,,,,,,Battelle-NEON,National Ecological Observatory (NEON) site: OKSR,Josh Monroe,,,,,,,,Yes,0,No,,No,,Yes,NEON protocols and instrumentation,,,,OKSR has very little fine sediments,WHONDRS_S19S,,,,,4.18,,,0.21,2.57,0.12,0.04,0.03
SW_S19S.0051_U_1,Average,2853,0.999649492,S19S.0051,SW,U,,1.0,S19S_0051_ICR.1_p05,14-Aug-19,11:02,ADT,Caribou Creek,,Fairbanks,Alaska,USA,Broadleaf deciduous tree. Shrub,Overcast,Single-channel meandering,Relatively flat/gentle gradient (e.g. valleys),Perennial,Gravel/cobble (>2mm),21.8,15.2,,6.5,4.5,101,12.9,,,,,,,,Battelle-NEON,National Ecological Observatory (NEON) site: CARI,Shelby Smith,40,,,,,,,Yes,0,No,,,,Yes,"NEON protocols and instrumentation. neonscience.org
",,,,Not all photos uploaded. Missed sedup and seddown. Will return to exact spots Friday to get these pictures. Creek currently flooding. Nearly 3x normal flow rate. ,WHONDRS_S19S,,,,,7.52,-136.7,-17.64,0.16,2.68,1.23,0.04,0.06
SW_S19S.0051_U_2,Average,2849,0.999649,S19S.0051,SW,U,,2.0,S19S_0051_ICR.2_p05,14-Aug-19,11:02,ADT,Caribou Creek,,Fairbanks,Alaska,USA,Broadleaf deciduous tree. Shrub,Overcast,Single-channel meandering,Relatively flat/gentle gradient (e.g. valleys),Perennial,Gravel/cobble (>2mm),21.8,15.2,,6.5,4.5,101,12.9,,,,,,,,Battelle-NEON,National Ecological Observatory (NEON) site: CARI,Shelby Smith,40,,,,,,,Yes,0,No,,,,Yes,"NEON protocols and instrumentation. neonscience.org
",,,,Not all photos uploaded. Missed sedup and seddown. Will return to exact spots Friday to get these pictures. Creek currently flooding. Nearly 3x normal flow rate. ,WHONDRS_S19S,,,,,9.69,,,0.16,2.58,1.21,0.04,0.04
SW_S19S.0051_U_3,Average,2386,0.999580889,S19S.0051,SW,U,,3.0,S19S_0051_ICR.3_p05,14-Aug-19,11:02,ADT,Caribou Creek,,Fairbanks,Alaska,USA,Broadleaf deciduous tree. Shrub,Overcast,Single-channel meandering,Relatively flat/gentle gradient (e.g. valleys),Perennial,Gravel/cobble (>2mm),21.8,15.2,,6.5,4.5,101,12.9,,,,,,,,Battelle-NEON,National Ecological Observatory (NEON) site: CARI,Shelby Smith,40,,,,,,,Yes,0,No,,,,Yes,"NEON protocols and instrumentation. neonscience.org
",,,,Not all photos uploaded. Missed sedup and seddown. Will return to exact spots Friday to get these pictures. Creek currently flooding. Nearly 3x normal flow rate. ,WHONDRS_S19S,,,,,7.62,,,0.16,2.58,1.27,0.04,0.04
SW_S19S.0052_U_1,Most,2814,0.999644634,S19S.0052,SW,U,,1.0,S19S_0052_ICR.1_p05,20-Aug-19,12:00,EST,Platte Kill,2.0,Dunraven,New York,USA,Needleleaf evergreen tree. Broadleaf deciduous tree,Sunny,Single-channel straight,Relatively flat/gentle gradient (e.g.. valleys),Perennial,Gravel/cobble (>2mm),64.0,18.0,,6.5,20.3,,,,,,,,,,United States Geological Survey,,Marty Briggs and Juliette Lamoureux,0,https://waterdata.usgs.gov/ny/nwis/uv?site_no=01414000,Downstream,,,,,,,,,,,,,,,,We remarked the M and D sediment jars to indicate where the sediment came from (accidentally switched them. and relabeled to correct).,WHONDRS_S19S,,,,,1.56,-60.3,-9.52,16.75,3.87,0.41,0.04,0.04
SW_S19S.0052_U_2,Average,2037,0.999509082,S19S.0052,SW,U,,2.0,S19S_0052_ICR.2_p05,20-Aug-19,12:00,EST,Platte Kill,2.0,Dunraven,New York,USA,Needleleaf evergreen tree. Broadleaf deciduous tree,Sunny,Single-channel straight,Relatively flat/gentle gradient (e.g.. valleys),Perennial,Gravel/cobble (>2mm),64.0,18.0,,6.5,20.3,,,,,,,,,,United States Geological Survey,,Marty Briggs and Juliette Lamoureux,0,https://waterdata.usgs.gov/ny/nwis/uv?site_no=01414000,Downstream,,,,,,,,,,,,,,,,We remarked the M and D sediment jars to indicate where the sediment came from (accidentally switched them. and relabeled to correct).,WHONDRS_S19S,,,,,1.4,,,16.6,3.82,0.45,0.04,0.04
SW_S19S.0052_U_3,Most,2813,0.999644508,S19S.0052,SW,U,,3.0,S19S_0052_ICR.3_p05,20-Aug-19,12:00,EST,Platte Kill,2.0,Dunraven,New York,USA,Needleleaf evergreen tree. Broadleaf deciduous tree,Sunny,Single-channel straight,Relatively flat/gentle gradient (e.g.. valleys),Perennial,Gravel/cobble (>2mm),64.0,18.0,,6.5,20.3,,,,,,,,,,United States Geological Survey,,Marty Briggs and Juliette Lamoureux,0,https://waterdata.usgs.gov/ny/nwis/uv?site_no=01414000,Downstream,,,,,,,,,,,,,,,,We remarked the M and D sediment jars to indicate where the sediment came from (accidentally switched them. and relabeled to correct).,WHONDRS_S19S,,,,,1.35,,,16.81,3.74,0.41,0.04,0.04
SW_S19S.0053_U_1,Most,3387,0.999704753,S19S.0053,SW,U,,1.0,S19S_0053_ICR.1_p05,25-Aug-19,16:50,EDT,Farmington,1.0,Simsbury,Connecticut,USA,Broadleaf deciduous tree. Shrub,Sunny,Single-channel meandering,Relatively flat/gentle gradient (e.g. valleys),Intermittent,Sand,10.0,10.0,,6.5,22.78,,,,,,,,,,United States Geological Survey,,Adam Haynes,60,,Downstream,,,,,,,,,,,,,,,,,WHONDRS_S19S,,,,,3.06,-47.6,-7.66,58.81,14.99,2.89,0.04,0.05
SW_S19S.0053_U_2,Most,3272,0.999694377,S19S.0053,SW,U,,2.0,S19S_0053_ICR.2_p05,25-Aug-19,16:50,EDT,Farmington,1.0,Simsbury,Connecticut,USA,Broadleaf deciduous tree. Shrub,Sunny,Single-channel meandering,Relatively flat/gentle gradient (e.g. valleys),Intermittent,Sand,10.0,10.0,,6.5,22.78,,,,,,,,,,United States Geological Survey,,Adam Haynes,60,,Downstream,,,,,,,,,,,,,,,,,WHONDRS_S19S,,,,,2.21,,,59.25,15.19,2.99,0.04,0.04
SW_S19S.0053_U_3,Most,3077,0.999675008,S19S.0053,SW,U,,3.0,S19S_0053_ICR.3_p05,25-Aug-19,16:50,EDT,Farmington,1.0,Simsbury,Connecticut,USA,Broadleaf deciduous tree. Shrub,Sunny,Single-channel meandering,Relatively flat/gentle gradient (e.g. valleys),Intermittent,Sand,10.0,10.0,,6.5,22.78,,,,,,,,,,United States Geological Survey,,Adam Haynes,60,,Downstream,,,,,,,,,,,,,,,,,WHONDRS_S19S,,,,,2.3,,,59.8,15.47,2.93,0.04,0.05
SW_S19S.0054_U_1,Most,3170,0.999684543,S19S.0054,SW,U,,1.0,S19S_0054_ICR.1_p05,5-Aug-19,11:00,EST,Pamunkey River,5.0,New Kent,Virginia,USA,Shrub,Sunny,Single-channel meandering,Relatively flat/gentle gradient (e.g. valleys),Perennial,Silt/mud (<0.0625mm),10.0,30.0,Natural flow (seasonal),6.7,29.1,71,5,,,,,,,,Virginia Institute of Marine Science,,Bongkeun Song,100,http://vecos.vims.edu/StationDetail.aspx?param=PMK034.00&program=CMON,Downstream,37.5767833,-77.02345,Yes,,Yes,1,No,,No,,Yes,Temperature. salinity. total turbidity. total chlorophyll. pH,,Yes,Reay. WG (2009) Water quality within the York River Estuary. Journal of Coastal Research. pg 23--39,,WHONDRS_S19S,,,,,5.4,-27.4,-4.32,18.79,7.06,0.12,0.04,0.08
SW_S19S.0054_U_2,Most,2746,0.999635834,S19S.0054,SW,U,,2.0,S19S_0054_ICR.2_p05,5-Aug-19,11:00,EST,Pamunkey River,5.0,New Kent,Virginia,USA,Shrub,Sunny,Single-channel meandering,Relatively flat/gentle gradient (e.g. valleys),Perennial,Silt/mud (<0.0625mm),10.0,30.0,Natural flow (seasonal),6.7,29.1,71,5,,,,,,,,Virginia Institute of Marine Science,,Bongkeun Song,100,http://vecos.vims.edu/StationDetail.aspx?param=PMK034.00&program=CMON,Downstream,37.5767833,-77.02345,Yes,,Yes,1,No,,No,,Yes,Temperature. salinity. total turbidity. total chlorophyll. pH,,Yes,Reay. WG (2009) Water quality within the York River Estuary. Journal of Coastal Research. pg 23--39,,WHONDRS_S19S,,,,,3.61,,,18.83,6.81,0.12,0.04,0.1
SW_S19S.0054_U_3,Average,2060,0.999514563,S19S.0054,SW,U,,3.0,S19S_0054_ICR.3_p05,5-Aug-19,11:00,EST,Pamunkey River,5.0,New Kent,Virginia,USA,Shrub,Sunny,Single-channel meandering,Relatively flat/gentle gradient (e.g. valleys),Perennial,Silt/mud (<0.0625mm),10.0,30.0,Natural flow (seasonal),6.7,29.1,71,5,,,,,,,,Virginia Institute of Marine Science,,Bongkeun Song,100,http://vecos.vims.edu/StationDetail.aspx?param=PMK034.00&program=CMON,Downstream,37.5767833,-77.02345,Yes,,Yes,1,No,,No,,Yes,Temperature. salinity. total turbidity. total chlorophyll. pH,,Yes,Reay. WG (2009) Water quality within the York River Estuary. Journal of Coastal Research. pg 23--39,,WHONDRS_S19S,,,,,3.88,,,19.28,6.94,0.12,0.04,0.08
SW_S19S.0055_U_1,Most,2988,0.999665328,S19S.0055,SW,U,,1.0,S19S_0055_ICR.1_p05,5-Aug-19,14:00,PDT,South Fork Polouse,4.0,Pullman,Washington,USA,Broadleaf deciduous tree. Grass,Sunny,Single-channel meandering,Relatively flat/gentle gradient (e.g. valleys),Perennial,Gravel/cobble (>2mm),23.0,15.0,Natural flow (seasonal),7.5,20.1,,,,,,,,,,Washington State University,,Philip Moffatt,30,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=13348000,Upstream,46.732,-117.181,Yes,https://www.ars.usda.gov/pacific-west-area/pullman-wa/northwest-sustainable-agroecosystems-research/docs/palouse-conservation-field-station/,No,,No,,Yes,75 m. storm drain. Pullman ,No,,,Yes,https://fortress.wa.gov/ecy/publications/documents/0910060.pdf,,WHONDRS_S19S,,,,,3.58,-113.1,-14.34,79.08,38.73,3.63,0.04,0.39
SW_S19S.0055_U_2,Most,2907,0.999656003,S19S.0055,SW,U,,2.0,S19S_0055_ICR.2_p05,5-Aug-19,14:00,PDT,South Fork Polouse,4.0,Pullman,Washington,USA,Broadleaf deciduous tree. Grass,Sunny,Single-channel meandering,Relatively flat/gentle gradient (e.g. valleys),Perennial,Gravel/cobble (>2mm),23.0,15.0,Natural flow (seasonal),7.5,20.1,,,,,,,,,,Washington State University,,Philip Moffatt,30,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=13348000,Upstream,46.732,-117.181,Yes,https://www.ars.usda.gov/pacific-west-area/pullman-wa/northwest-sustainable-agroecosystems-research/docs/palouse-conservation-field-station/,No,,No,,Yes,75 m. storm drain. Pullman ,No,,,Yes,https://fortress.wa.gov/ecy/publications/documents/0910060.pdf,,WHONDRS_S19S,,,,,2.44,,,75.34,36.6,3.64,0.04,0.41
SW_S19S.0055_U_3,Most,3277,0.999694843,S19S.0055,SW,U,,3.0,S19S_0055_ICR.3_p05,5-Aug-19,14:00,PDT,South Fork Polouse,4.0,Pullman,Washington,USA,Broadleaf deciduous tree. Grass,Sunny,Single-channel meandering,Relatively flat/gentle gradient (e.g. valleys),Perennial,Gravel/cobble (>2mm),23.0,15.0,Natural flow (seasonal),7.5,20.1,,,,,,,,,,Washington State University,,Philip Moffatt,30,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=13348000,Upstream,46.732,-117.181,Yes,https://www.ars.usda.gov/pacific-west-area/pullman-wa/northwest-sustainable-agroecosystems-research/docs/palouse-conservation-field-station/,No,,No,,Yes,75 m. storm drain. Pullman ,No,,,Yes,https://fortress.wa.gov/ecy/publications/documents/0910060.pdf,,WHONDRS_S19S,,,,,2.1,,,69.51,33.87,3.09,0.04,0.35
SW_S19S.0056_U_1,Least,1782,0.999438833,S19S.0056,SW,U,,1.0,S19S_0056_ICR.1_p05,11-Aug-19,12:34,KST,Nakdong,,Busan,,South Korea,Shrub. Grass,,Single-channel straight,Relatively flat/gentle gradient (e.g. valleys),Perennial,Sand,12.0,13.0,Natural flow (seasonal),6.5,31,,,,,,,,,,Pusan National University,,Soonmo An,100,https://www.water.or.kr/realtime/sub01/sub01/dam/hydr.do?s_mid=1323&seq=1408&p_group_seq=1407&menu_mode=3&damcd=2022510#tab-contentArea,Downstream,,,Yes,https://www.water.or.kr/realtime/sub01/sub01/dam/hydr.do?s_mid=1323&seq=1408&p_group_seq=1407&menu_mode=3&damcd=2022510#tab-contentArea,Yes,4,Yes multiple,40000 Ham-an dike,No,,Yes,,,Yes,,,WHONDRS_S19S,,,,,3.32,-58.0,-7.68,17.75,24.1,2.93,0.07,0.15
SW_S19S.0056_U_2,Most,3305,0.999697428,S19S.0056,SW,U,,2.0,S19S_0056_ICR.2_p05,11-Aug-19,12:34,KST,Nakdong,,Busan,,South Korea,Shrub. Grass,,Single-channel straight,Relatively flat/gentle gradient (e.g. valleys),Perennial,Sand,12.0,13.0,Natural flow (seasonal),6.5,31,,,,,,,,,,Pusan National University,,Soonmo An,100,https://www.water.or.kr/realtime/sub01/sub01/dam/hydr.do?s_mid=1323&seq=1408&p_group_seq=1407&menu_mode=3&damcd=2022510#tab-contentArea,Downstream,,,Yes,https://www.water.or.kr/realtime/sub01/sub01/dam/hydr.do?s_mid=1323&seq=1408&p_group_seq=1407&menu_mode=3&damcd=2022510#tab-contentArea,Yes,4,Yes multiple,40000 Ham-an dike,No,,Yes,,,Yes,,,WHONDRS_S19S,,,,,4.19,,,16.8,23.31,2.9,0.06,0.15
SW_S19S.0057_U_1,Most,2968,0.999663073,S19S.0057,SW,U,,1.0,S19S_0057_ICR.1_p05,29-Aug-19,12:00,EDT,Tims Branch,2.0,Aiken,South Carolina,USA,Broadleaf deciduous tree. Shrub,Sunny,Multi-channel,Relatively flat/gentle gradient (e.g. valleys),Intermittent,Silt/mud (<0.0625mm),12.0,19.0,Natural flow (seasonal),7.0 (6.74 with pH probe),25.3,,8.365 mg/L (measured 2 days earlier),,,,,,,,University of Minnesota-Twin Cities,US DOE Biological and Environmental Research (BER) Scientific Focus Area (SFA) watershed testbed site,Crystal Ng,4,,Upstream,33.337475,-81.718207,Yes,,Yes,6,No,,No,,Yes,cation. anion concentrations,,No,,Filter 1 (labelled as such) clogged after 2nd blue cap falcon tube.  After that: changed to Filter 2 (labelled as such).  Both filters preserved with RNAlater and sent to WHONDRS.  Filter 1 likely clogged because sediment was still disturbed after marking the locations when we began to collect samples.  Temperature and DO were measured two days prior to sampling. --- Very shallow. small stream; sampling site is at an intermittent stretch. located between perennially flowing stretches.  Usually dry during the summer. but water was running on Aug 29 follow rains the previous week. --- Pressure transducer data still being processed.  We will send it as soon as it is ready. in the next week.  --- Will also email info about nearest weather station once it is determined.,WHONDRS_S19S,,,,,4.13,-20.6,-4.13,1.31,0.39,0.12,0.04,0.03
SW_S19S.0057_U_2,Most,2989,0.99966544,S19S.0057,SW,U,,2.0,S19S_0057_ICR.2_p05,29-Aug-19,12:00,EDT,Tims Branch,2.0,Aiken,South Carolina,USA,Broadleaf deciduous tree. Shrub,Sunny,Multi-channel,Relatively flat/gentle gradient (e.g. valleys),Intermittent,Silt/mud (<0.0625mm),12.0,19.0,Natural flow (seasonal),7.0 (6.74 with pH probe),25.3,,8.365 mg/L (measured 2 days earlier),,,,,,,,University of Minnesota-Twin Cities,US DOE Biological and Environmental Research (BER) Scientific Focus Area (SFA) watershed testbed site,Crystal Ng,4,,Upstream,33.337475,-81.718207,Yes,,Yes,6,No,,No,,Yes,cation. anion concentrations,,No,,Filter 1 (labelled as such) clogged after 2nd blue cap falcon tube.  After that: changed to Filter 2 (labelled as such).  Both filters preserved with RNAlater and sent to WHONDRS.  Filter 1 likely clogged because sediment was still disturbed after marking the locations when we began to collect samples.  Temperature and DO were measured two days prior to sampling. --- Very shallow. small stream; sampling site is at an intermittent stretch. located between perennially flowing stretches.  Usually dry during the summer. but water was running on Aug 29 follow rains the previous week. --- Pressure transducer data still being processed.  We will send it as soon as it is ready. in the next week.  --- Will also email info about nearest weather station once it is determined.,WHONDRS_S19S,,,,,4.05,,,1.31,0.7,0.12,0.04,0.04
SW_S19S.0057_U_3,Most,2495,0.999599198,S19S.0057,SW,U,,3.0,S19S_0057_ICR.3_p05,29-Aug-19,12:00,EDT,Tims Branch,2.0,Aiken,South Carolina,USA,Broadleaf deciduous tree. Shrub,Sunny,Multi-channel,Relatively flat/gentle gradient (e.g. valleys),Intermittent,Silt/mud (<0.0625mm),12.0,19.0,Natural flow (seasonal),7.0 (6.74 with pH probe),25.3,,8.365 mg/L (measured 2 days earlier),,,,,,,,University of Minnesota-Twin Cities,US DOE Biological and Environmental Research (BER) Scientific Focus Area (SFA) watershed testbed site,Crystal Ng,4,,Upstream,33.337475,-81.718207,Yes,,Yes,6,No,,No,,Yes,cation. anion concentrations,,No,,Filter 1 (labelled as such) clogged after 2nd blue cap falcon tube.  After that: changed to Filter 2 (labelled as such).  Both filters preserved with RNAlater and sent to WHONDRS.  Filter 1 likely clogged because sediment was still disturbed after marking the locations when we began to collect samples.  Temperature and DO were measured two days prior to sampling. --- Very shallow. small stream; sampling site is at an intermittent stretch. located between perennially flowing stretches.  Usually dry during the summer. but water was running on Aug 29 follow rains the previous week. --- Pressure transducer data still being processed.  We will send it as soon as it is ready. in the next week.  --- Will also email info about nearest weather station once it is determined.,WHONDRS_S19S,,,,,0.56,,,1.31,0.4,0.12,0.04,0.03
SW_S19S.0058_U_1,Least,1618,0.999381953,S19S.0058,SW,U,,1.0,S19S_0058_ICR.1_p05,18-Aug-19,9:00,Israel- UTC +3,Jordan River,,Gesher Arik,,Israel,Broadleaf evergreen tree. Shrub,Sunny,Single-channel meandering,Relatively flat/gentle gradient (e.g. valleys),Perennial,Silt/mud (<0.0625mm),9.0,10.0,Natural flow (seasonal),7.5,26,,,,,,,,,,Ben-Gurion University of the Negev,,Edo Bar-Zeev and Shai Arnon,100,,Upstream,,,Yes,,No,,No,,No,,No,We can look for data if needed,,No,Not specifically. We can look for specific data upon request,,WHONDRS_S19S,,,,,0.73,,,14.32,15.74,7.05,0.04,0.09
SW_S19S.0058_U_2,Least,1519,0.999341672,S19S.0058,SW,U,,2.0,S19S_0058_ICR.2_p05,18-Aug-19,9:00,Israel- UTC +3,Jordan River,,Gesher Arik,,Israel,Broadleaf evergreen tree. Shrub,Sunny,Single-channel meandering,Relatively flat/gentle gradient (e.g. valleys),Perennial,Silt/mud (<0.0625mm),9.0,10.0,Natural flow (seasonal),7.5,26,,,,,,,,,,Ben-Gurion University of the Negev,,Edo Bar-Zeev and Shai Arnon,100,,Upstream,,,Yes,,No,,No,,No,,No,We can look for data if needed,,No,Not specifically. We can look for specific data upon request,,WHONDRS_S19S,,,,,0.66,-34.1,-6.83,13.98,15.81,7.05,0.04,0.1
SW_S19S.0058_U_3,Average,1918,0.999478624,S19S.0058,SW,U,,3.0,S19S_0058_ICR.3_p05,18-Aug-19,9:00,Israel- UTC +3,Jordan River,,Gesher Arik,,Israel,Broadleaf evergreen tree. Shrub,Sunny,Single-channel meandering,Relatively flat/gentle gradient (e.g. valleys),Perennial,Silt/mud (<0.0625mm),9.0,10.0,Natural flow (seasonal),7.5,26,,,,,,,,,,Ben-Gurion University of the Negev,,Edo Bar-Zeev and Shai Arnon,100,,Upstream,,,Yes,,No,,No,,No,,No,We can look for data if needed,,No,Not specifically. We can look for specific data upon request,,WHONDRS_S19S,,,,,0.74,,,14.26,15.97,6.89,0.04,0.09
SW_S19S.0059_U_1,Average,2812,0.999644381,S19S.0059,SW,U,,1.0,S19S_0059_ICR.1_p05,12-Aug-19,8:16,PDT,Heel Creek tributary,1.0,Deer Valley,Washington,USA,Needleleaf evergreen tree. Shrub,Overcast,Single-channel meandering,Relatively steep gradient (e.g. mountainous or hilly terrain),Perennial,Sand,13.0,26.0,Natural flow (seasonal),6.5,11,,,,,,,,,,University of Idaho ENREP,,Stone. Robinson,0,,Upstream,48.16874998,-117.3915976,Yes,,Yes,0,No,,No,,No,,,No,,discharge data to follow,WHONDRS_S19S,,,,,1.51,-109.8,-15.1,0.45,4.94,0.12,0.04,0.07
SW_S19S.0059_U_2,Average,2916,0.999657064,S19S.0059,SW,U,,2.0,S19S_0059_ICR.2_p05,12-Aug-19,8:16,PDT,Heel Creek tributary,1.0,Deer Valley,Washington,USA,Needleleaf evergreen tree. Shrub,Overcast,Single-channel meandering,Relatively steep gradient (e.g. mountainous or hilly terrain),Perennial,Sand,13.0,26.0,Natural flow (seasonal),6.5,11,,,,,,,,,,University of Idaho ENREP,,Stone. Robinson,0,,Upstream,48.16874998,-117.3915976,Yes,,Yes,0,No,,No,,No,,,No,,discharge data to follow,WHONDRS_S19S,,,,,1.42,,,0.46,3.69,0.12,0.04,0.07
